model,parameters,training_time,accuracy,precision,recall,f1,tss,tn,fp,fn,tp
SVM,rs=32|kernel=rbf|C=100,168.517619,0.8572352465642684,0.8355953115360888,0.88558352402746,0.8598635137279796,0.7150780857677032,2593,533,350,2709
SVM,rs=32|kernel=rbf|C=1000,443.828226,0.83589329021827,0.8375165125495376,0.8290290944753187,0.833251191062921,0.67163945915862,2634,492,523,2536
SVM,rs=32|kernel=poly|C=0.1,81.288029,0.8248989490703315,0.7637479978643886,0.9352729650212488,0.840852314474651,0.6521635600308457,2241,885,198,2861
SVM,rs=32|kernel=poly|C=1,89.367729,0.83589329021827,0.7804610318331504,0.9297155933311539,0.8485752648068029,0.6737974871251399,2326,800,215,2844
SVM,rs=32|kernel=poly|C=100,259.579264,0.8468876313662086,0.803972366148532,0.9130434782608695,0.8550436246747283,0.695193190353,2445,681,266,2793
SVM,rs=32|kernel=poly|C=1000,1114.477253,0.8497978981406629,0.8136042402826855,0.9032363517489376,0.8560805577072037,0.7007411502134289,2493,633,296,2763
SVM,rs=32|kernel=sigmoid|C=0.1,137.721265,0.757962813257882,0.7391304347826086,0.7891467799934619,0.7633201581027668,0.5165939968840569,2274,852,645,2414
SVM,rs=32|kernel=sigmoid|C=1,123.176049,0.7545675020210186,0.7348369399573301,0.7881660673422687,0.7605678233438485,0.5098551268432283,2256,870,648,2411
SVM,rs=32|kernel=sigmoid|C=100,116.958364,0.7544058205335489,0.7347560975609756,0.7878391631252043,0.7603722984697902,0.5095282226261639,2256,870,649,2410
SVM,rs=32|kernel=sigmoid|C=1000,112.775474,0.7544058205335489,0.7347560975609756,0.7878391631252043,0.7603722984697902,0.5095282226261639,2256,870,649,2410
