model,parameters,training_time,accuracy,precision,recall,f1,tss,tn,fp,fn,tp
FCNN,rs=8|alpha=0.01|dropout=0.7,13.349025,0.8545775684427436,0.8528890464374336,0.9682092555331991,0.9068978514888805,0.5131653958840763,497,415,79,2406
FCNN,rs=8|alpha=0.1|dropout=0.1,6.164724,0.8601707388872535,0.8586723768736617,0.9682092555331991,0.9101569888405523,0.5339987292174097,516,396,79,2406
FCNN,rs=8|alpha=0.1|dropout=0.3,6.427303,0.858698851928172,0.8586762075134168,0.96579476861167,0.9090909090909091,0.5326807335239507,517,395,85,2400
FCNN,rs=8|alpha=0.1|dropout=0.5,11.821926,0.857815719752723,0.85546875,0.9694164989939638,0.9088851160158461,0.5231445691694023,505,407,76,2409
FCNN,rs=8|alpha=0.1|dropout=0.7,13.301408,0.8531056814836621,0.850635593220339,0.9694164989939638,0.9061500846341922,0.5056007095202795,489,423,76,2409
FCNN,rs=16|alpha=0|dropout=0.1,6.189479,0.8581100971445393,0.8699667528629479,0.9476861167002012,0.9071648690292758,0.5617212044194995,560,352,130,2355
FCNN,rs=16|alpha=0|dropout=0.3,9.247199,0.8619370032381513,0.8660130718954249,0.959758551307847,0.910479099064707,0.5551532881499524,543,369,100,2385
FCNN,rs=16|alpha=0|dropout=0.5,12.258173,0.8569325875772741,0.8540559688274885,0.9702213279678068,0.9084400904295403,0.5184669420028944,500,412,74,2411
FCNN,rs=16|alpha=0|dropout=0.7,13.389158,0.8548719458345599,0.8529411764705882,0.9686116700201207,0.907103825136612,0.513567810370998,497,415,78,2407
FCNN,rs=16|alpha=0.01|dropout=0.1,6.175949,0.8595819841036209,0.8707533234859675,0.9488933601609658,0.9081455805892548,0.5651214303364044,562,350,127,2358
FCNN,rs=16|alpha=0.01|dropout=0.3,9.20182,0.8607594936708861,0.8642288196958725,0.9605633802816902,0.909853249475891,0.5493791697553745,537,375,98,2387
FCNN,rs=16|alpha=0.01|dropout=0.5,8.315546,0.8569325875772741,0.8586293505561535,0.9629778672032193,0.907814871016692,0.5309603233435702,518,394,92,2393
FCNN,rs=16|alpha=0.01|dropout=0.7,12.968363,0.8542831910509273,0.8513418079096046,0.9702213279678068,0.9069023885649803,0.5085985209502629,491,421,74,2411
FCNN,rs=16|alpha=0.1|dropout=0.1,5.88695,0.8622313806299676,0.8682000730193501,0.9569416498993963,0.9104134762633997,0.5611083165660631,551,361,107,2378
FCNN,rs=16|alpha=0.1|dropout=0.3,8.956606,0.8610538710627024,0.8637513552584026,0.9617706237424547,0.9101294744859101,0.5483934307599986,535,377,95,2390
FCNN,rs=16|alpha=0.1|dropout=0.5,8.454514,0.8575213423609067,0.8589881593110872,0.9633802816901409,0.9081942336874052,0.5324592290585619,519,393,91,2394
FCNN,rs=16|alpha=0.1|dropout=0.7,12.675217,0.8519281719163968,0.8499293785310734,0.9686116700201207,0.9053977807034042,0.5026028980902961,487,425,78,2407
FCNN,rs=32|alpha=0|dropout=0.1,5.654376,0.8545775684427436,0.865053171983865,0.9492957746478873,0.9052187260168841,0.5457870027180627,544,368,126,2359
FCNN,rs=32|alpha=0|dropout=0.3,9.904685,0.8554607006181926,0.8586330935251798,0.9605633802816902,0.9067426400759734,0.5296423276501112,519,393,98,2387
FCNN,rs=32|alpha=0|dropout=0.5,8.907321,0.8534000588754783,0.8554561717352415,0.9621730382293763,0.9056818181818181,0.5191905820890255,508,404,94,2391
FCNN,rs=32|alpha=0|dropout=0.7,13.146439,0.8551663232263762,0.8532435306628855,0.9686116700201207,0.9072747832642292,0.5146643015990681,498,414,78,2407
FCNN,rs=32|alpha=0.01|dropout=0.1,6.010727,0.8560494554018251,0.8647660818713451,0.952112676056338,0.9063397816510247,0.5464109216703731,542,370,119,2366
FCNN,rs=32|alpha=0.01|dropout=0.3,9.934512,0.8572269649690903,0.8589375448671931,0.9629778672032193,0.907987099222159,0.5320568145716404,519,393,92,2393
FCNN,rs=32|alpha=0.01|dropout=0.5,8.46375,0.8528113040918458,0.8543377365226704,0.9629778672032193,0.9054105183503595,0.5156094461505878,504,408,92,2393
FCNN,rs=32|alpha=0.01|dropout=0.7,10.890994,0.8531056814836621,0.8541369472182596,0.9637826961770624,0.9056532425789374,0.5153177838963606,503,409,90,2395
FCNN,rs=32|alpha=0.1|dropout=0.1,5.266189,0.8592876067118045,0.8650418333939615,0.9569416498993963,0.9086740542606038,0.5501434042853612,541,371,107,2378
FCNN,rs=32|alpha=0.1|dropout=0.3,9.560575,0.8604651162790697,0.8587227970032109,0.9686116700201207,0.9103630862329803,0.5344011437043312,516,396,78,2407
FCNN,rs=32|alpha=0.1|dropout=0.5,12.103046,0.8566382101854577,0.8593525179856115,0.9613682092555332,0.9075023741690408,0.5326401390800947,521,391,96,2389
FCNN,rs=32|alpha=0.1|dropout=0.7,11.361832,0.8504562849573153,0.8486772486772487,0.9682092555331991,0.9045112781954887,0.4978145186910939,483,429,79,2406
SVM,rs=2|kernel=rbf|C=0.1,45.811415,0.8316161318810715,0.8301691404901622,0.9678068410462777,0.893719806763285,0.42833315683575135,420,492,80,2405
SVM,rs=2|kernel=rbf|C=1,31.678665,0.8442743597291728,0.8421973407977607,0.9686116700201207,0.9009919520868426,0.4740941261604716,461,451,78,2407
SVM,rs=2|kernel=rbf|C=100,68.833423,0.8483956432146011,0.8626656848306333,0.9428571428571428,0.9009805806575658,0.5338659147869673,539,373,142,2343
